Ceiling type,Deck construction,Attic ventilation,Attic fan,Radiant barrier,Roofing material,Roof color,Insulation,R-value,Extended Construction Numbers,Look-Up Construction Number,Notes,Total Price
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-7,16C-7 ml,16C-7,,5253.704357329463
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-11,16C-11 ml,16C-11,,8479.421368046083
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-13,16C-13 ml,16C-13,,6705.209478058069
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-15,16C-15 ml,16C-15,,5197.655718977443
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-19,16C-19 ml,16C-19,,6477.627758892679
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-21,16C-21 ml,16C-21,,6461.699055377434
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-25,16C-25 ml,16C-25,,9199.324409917162
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-28,16C-28 ml,16C-28,,8061.27617828542
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-30,16C-30 ml,16C-30,,4598.273659329167
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-38,16C-38 ml,16C-38,,5293.314195299963
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-44,16C-44 ml,16C-44,,7537.952902354272
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-50,16C-50 ml,16C-50,,7498.991926941659
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,R-56,16C-56 ml,16C-56,,8079.787248134518
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,None,16F-0 mw,16F-0,,7093.070176222978
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-7,16F-7 mw,16F-7,,6567.832030574456
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-11,16F-11 mw,16F-11,,6783.8031021471825
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-13,16F-13 mw,16F-13,,8548.641648214027
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-15,16F-15 mw,16F-15,,7131.738129504301
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-19,16F-19 mw,16F-19,,6678.9486214346725
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-21,16F-21 mw,16F-21,,6559.924423809249
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-25,16F-25 mw,16F-25,,6902.910680210441
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-28,16F-28 mw,16F-28,,5516.289859477657
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-30,16F-30 mw,16F-30,,6821.723772086453
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-38,16F-38 mw,16F-38,,7439.682646740567
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-44,16F-44 mw,16F-44,,7708.473417244714
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-50,16F-50 mw,16F-50,,5306.502432068448
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,White,,R-56,16F-56 mw,16F-56,,8025.793204006279
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,None,16B-0 xd,16B-0,,6751.269070590675
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-7,16B-7 xd,16B-7,,5263.6134933262265
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-11,16B-11 xd,16B-11,,6599.072207383695
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-13,16B-13 xd,16B-13,,6683.0298071968955
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-15,16B-15 xd,16B-15,,5955.826740981556
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-19,16B-19 xd,16B-19,,8354.93818595961
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-21,16B-21 xd,16B-21,,7223.894515436799
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-25,16B-25 xd,16B-25,,8918.35710014816
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-28,16B-28 xd,16B-28,,7456.765026968652
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-30,16B-30 xd,16B-30,,8444.800056940408
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-38,16B-38 xd,16B-38,,7084.93788365111
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-44,16B-44 xd,16B-44,,6060.05238254528
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-50,16B-50 xd,16B-50,,6320.335859460796
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Dark,,R-56,16B-56 xd,16B-56,,7018.426628106359
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,None,16C-0 xl,16C-0,,5501.472627211777
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-7,16C-7 xl,16C-7,,6169.786140048021
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-11,16C-11 xl,16C-11,,7454.494020879756
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-13,16C-13 xl,16C-13,,5953.061656425649
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-15,16C-15 xl,16C-15,,6489.903405392928
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-19,16C-19 xl,16C-19,,7481.001637310133
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-21,16C-21 xl,16C-21,,6289.029553920454
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-25,16C-25 xl,16C-25,,8249.104779799773
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-28,16C-28 xl,16C-28,,6069.563484450295
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-30,16C-30 xl,16C-30,,7873.8644702035335
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-38,16C-38 xl,16C-38,,6206.150782033763
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-44,16C-44 xl,16C-44,,8738.06443752219
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-50,16C-50 xl,16C-50,,5528.777425182681
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tar and gravel,Light,,R-56,16C-56 xl,16C-56,,7641.647567344091
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,None,16D-0 td,16D-0,,8153.765702231496
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-7,16D-7 td,16D-7,,8105.741953099077
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-11,16D-11 td,16D-11,,5378.072744935011
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-13,16D-13 td,16D-13,,6560.031582249829
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-15,16D-15 td,16D-15,,8067.505752930025
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-19,16D-19 td,16D-19,,7966.07572943951
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-21,16D-21 td,16D-21,,7003.300721788528
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-25,16D-25 td,16D-25,,7179.674654131496
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-28,16D-28 td,16D-28,,6182.041098986595
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-30,16D-30 td,16D-30,,8449.184432141243
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-38,16D-38 td,16D-38,,7615.261056278522
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-44,16D-44 td,16D-44,,6014.868142340636
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-50,16D-50 td,16D-50,,6762.654439800443
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Dark,,R-56,16D-56 td,16D-56,,5489.223059363846
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,None,16E-0 tl,1.60E+01,,8403.175292019745
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-7,16E-7 tl,1.60E-06,,6210.512182405578
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-11,16E-11 tl,1.60E-10,,7172.780543615609
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-13,16E-13 tl,1.60E-12,,6261.780479873665
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-15,16E-15 tl,1.60E-14,,6014.109248939286
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-19,16E-19 tl,1.60E-18,,7972.221161933867
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-21,16E-21 tl,1.60E-20,,6931.271580905131
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-25,16E-25 tl,1.60E-24,,7460.494857731043
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-28,16E-28 tl,1.60E-27,,6320.884254687955
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-30,16E-30 tl,1.60E-29,,4380.927252497083
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-38,16E-38 tl,1.60E-37,,7233.387464490112
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-44,16E-44 tl,1.60E-43,,9092.35505029153
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-50,16E-50 tl,1.60E-49,,6317.822915519559
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,Light,,R-56,16E-56 tl,1.60E-55,,7291.167432399601
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,None,16F-0 tw,16F-0,,6528.62442785511
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-7,16F-7 tw,16F-7,,7692.623495705325
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-11,16F-11 tw,16F-11,,7730.281669353237
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-13,16F-13 tw,16F-13,,5836.036059350212
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-15,16F-15 tw,16F-15,,6896.682188661198
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-19,16F-19 tw,16F-19,,5148.353247781435
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-21,16F-21 tw,16F-21,,5503.49543857238
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-25,16F-25 tw,16F-25,,7278.2426153442875
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-28,16F-28 tw,16F-28,,7890.919753220802
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-30,16F-30 tw,16F-30,,5839.70862990324
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-38,16F-38 tw,16F-38,,4383.004984265366
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-44,16F-44 tw,16F-44,,8811.819060409427
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-50,16F-50 tw,16F-50,,6038.012130993706
Ceiling under attic or attic knee wall,,FHA vented,No,No,Tile,White,,R-56,16F-56 tw,16F-56,,7991.303878754236
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,None,16C-0 tl,16C-0,,6075.1139269498
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-7,16C-7 tl,16C-7,,6308.067146661535
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-11,16C-11 tl,16C-11,,5952.862081321257
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-13,16C-13 tl,16C-13,,5843.221712669904
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-15,16C-15 tl,16C-15,,6436.234858815934
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-19,16C-19 tl,16C-19,,5124.090376732364
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-21,16C-21 tl,16C-21,,6066.943567429613
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-25,16C-25 tl,16C-25,,7325.602092939352
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-28,16C-28 tl,16C-28,,4948.314651156765
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-30,16C-30 tl,16C-30,,7639.995117395939
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-38,16C-38 tl,16C-38,,7396.031948420575
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-44,16C-44 tl,16C-44,,8452.095557395825
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-50,16C-50 tl,16C-50,,6345.04065582141
Ceiling under attic or attic knee wall,,FHA vented,No,No,Wood shakes,Light,,R-56,16C-56 tl,16C-56,,7041.624878446735
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,None,16CR-0 ad,16C-0,"No CR defined in textbook, substituting C",5437.700264502811
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-7,16CR-7 ad,16C-7,,8988.898428370685
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-11,16CR-11 ad,16C-11,,6630.681745381919
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-13,16CR-13 ad,16C-13,,6426.5576825379885
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-15,16CR-15 ad,16C-15,,6569.108518660241
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-19,16CR-19 ad,16C-19,,6593.056930299205
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-21,16CR-21 ad,16C-21,,5897.851891236101
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-25,16CR-25 ad,16C-25,,5531.766363584096
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-28,16CR-28 ad,16C-28,,8330.708097426585
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-30,16CR-30 ad,16C-30,,6010.06797146874
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-38,16CR-38 ad,16C-38,,8438.729594666367
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-44,16CR-44 ad,16C-44,,7979.315493527004
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-50,16CR-50 ad,16C-50,,7082.913419200697
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Dark,,R-56,16CR-56 ad,16C-56,,6819.583964457605
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,None,16DR-0 al,16D-0,"No DR defined in textbook, substituting D",6522.069533831265
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-7,16DR-7 al,16D-7,,7557.1268477482345
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-11,16DR-11 al,16D-11,,7706.705053013628
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-13,16DR-13 al,16D-13,,5470.05894499273
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-15,16DR-15 al,16D-15,,5882.228049257833
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-19,16DR-19 al,16D-19,,7587.804099314641
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-21,16DR-21 al,16D-21,,4213.442785267447
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-25,16DR-25 al,16D-25,,7444.207497089335
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-28,16DR-28 al,16D-28,,5754.96244907443
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-30,16DR-30 al,16D-30,,7603.068461672741
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-38,16DR-38 al,16D-38,,6891.876018278632
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-44,16DR-44 al,16D-44,,6857.591255015457
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-50,16DR-50 al,16D-50,,7473.507100879392
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Asphalt shingles,Light,,R-56,16DR-56 al,16D-56,,4861.967297678599
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,None,16CR-0 zd,16C-0,"No CR defined in textbook, substituting C",5812.448443972069
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-7,16CR-7 zd,16C-7,,7042.743824809617
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-11,16CR-11 zd,16C-11,,8535.102993924158
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-13,16CR-13 zd,16C-13,,6870.157555536672
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-15,16CR-15 zd,16C-15,,5323.192803345232
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-19,16CR-19 zd,16C-19,,7942.662913073909
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-21,16CR-21 zd,16C-21,,5585.020286478445
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-25,16CR-25 zd,16C-25,,6033.099272791835
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-28,16CR-28 zd,16C-28,,8542.34582807814
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-30,16CR-30 zd,16C-30,,5173.482030486644
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-38,16CR-38 zd,16C-38,,5620.884227422098
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-44,16CR-44 zd,16C-44,,5276.025249153604
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-50,16CR-50 zd,16C-50,,5944.096205896007
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Dark,,R-56,16CR-56 zd,16C-56,,8201.99536494361
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,None,16DR-0 zl,16D-0,"No DR defined in textbook, substituting D",6595.703163570428
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-7,16DR-7 zl,16D-7,,8683.65932552543
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-11,16DR-11 zl,16D-11,,5393.864472115054
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-13,16DR-13 zl,16D-13,,8990.656279946066
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-15,16DR-15 zl,16D-15,,7029.503098140818
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-19,16DR-19 zl,16D-19,,6823.235198060929
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-21,16DR-21 zl,16D-21,,5824.367370309896
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-25,16DR-25 zl,16D-25,,7166.509633842035
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-28,16DR-28 zl,16D-28,,6337.269715949686
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-30,16DR-30 zl,16D-30,,6079.242616992384
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-38,16DR-38 zl,16D-38,,7249.6145519643
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-44,16DR-44 zl,16D-44,,6171.884400508453
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-50,16DR-50 zl,16D-50,,6042.739137966684
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,Light,,R-56,16DR-56 zl,16D-56,,7582.459369960061
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,None,16FR-0 zw,16F-0,"No FR defined in textbook, substituting F",5225.194101737048
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-7,16FR-7 zw,16F-7,,7151.506904790329
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-11,16FR-11 zw,16F-11,,8750.766454091463
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-13,16FR-13 zw,16F-13,,6209.391419907559
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-15,16FR-15 zw,16F-15,,6675.761823988379
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-19,16FR-19 zw,16F-19,,7189.176747935106
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-21,16FR-21 zw,16F-21,,7270.85919950464
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-25,16FR-25 zw,16F-25,,7455.822763222222
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-28,16FR-28 zw,16F-28,,6038.3570148540575
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-30,16FR-30 zw,16F-30,,5091.650644563508
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-38,16FR-38 zw,16F-38,,7357.369484186335
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-44,16FR-44 zw,16F-44,,7203.140623513451
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-50,16FR-50 zw,16F-50,,7782.770758134881
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Membrane,White,,R-56,16FR-56 zw,16F-56,,5928.797393018727
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,None,16CR-0 md,16C-0,"No CR defined in textbook, substituting C",5552.498574673584
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-7,16CR-7 md,16C-7,,7714.6440193108765
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-11,16CR-11 md,16C-11,,8533.301898146434
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-13,16CR-13 md,16C-13,,4375.876237322707
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-15,16CR-15 md,16C-15,,8968.135974607725
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-19,16CR-19 md,16C-19,,6639.0323652507295
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-21,16CR-21 md,16C-21,,8351.01902204306
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-25,16CR-25 md,16C-25,,6174.2201780856585
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-28,16CR-28 md,16C-28,,7777.203387018102
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-30,16CR-30 md,16C-30,,7613.897280192576
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-38,16CR-38 md,16C-38,,8036.649190008802
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-44,16CR-44 md,16C-44,,6352.8794892686865
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-50,16CR-50 md,16C-50,,8098.520623192111
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Dark,,R-56,16CR-56 md,16C-56,,7058.588045639075
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,None,16DR-0 ml,16D-0,"No DR defined in textbook, substituting D",7080.640418864616
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-7,16DR-7 ml,16D-7,,5636.959952270033
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-11,16DR-11 ml,16D-11,,6886.289130753303
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-13,16DR-13 ml,16D-13,,8643.184545161264
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-15,16DR-15 ml,16D-15,,5868.347460052005
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-19,16DR-19 ml,16D-19,,6189.877149263244
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-21,16DR-21 ml,16D-21,,6070.542183594808
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-25,16DR-25 ml,16D-25,,8354.747432297732
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-28,16DR-28 ml,16D-28,,8369.406152704361
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-30,16DR-30 ml,16D-30,,6613.443730644285
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-38,16DR-38 ml,16D-38,,7896.498921857665
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-44,16DR-44 ml,16D-44,,7188.600445033087
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-50,16DR-50 ml,16D-50,,7685.5906168054535
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,Light,,R-56,16DR-56 ml,16D-56,,7627.5399099687675
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,None,16FR-0 mw,16F-0,"No FR defined in textbook, substituting F",8811.584677849552
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-7,16FR-7 mw,16F-7,,6712.699047348167
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-11,16FR-11 mw,16F-11,,5245.886279082227
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-13,16FR-13 mw,16F-13,,4890.79674222367
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-15,16FR-15 mw,16F-15,,6895.385641038568
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-19,16FR-19 mw,16F-19,,6507.356860256708
